Subj_idx,Stimulus,Response,Confidence,RT_decision,RT_confidence,Difficulty
1,2,1,1,1.851,0.796,1
1,2,1,1,0.845,0.271,1
1,2,1,1,0.299,0.334,1
1,2,1,1,0.468,0.391,1
1,2,1,1,0.472,0.383,1
1,2,1,1,0.369,0.351,1
1,1,1,1,0.379,0.358,1
1,2,1,1,0.369,0.351,1
1,2,1,1,0.4,0.321,1
1,1,1,1,0.349,0.547,1
1,1,1,1,0.041,0.416,1
1,1,1,1,0.442,0.373,1
1,1,1,1,0.335,0.405,1
1,1,1,1,0.469,0.416,1
1,2,1,1,0.415,0.366,1
1,1,1,1,0.017,0.433,1
1,2,1,1,0.293,1.613,1
1,2,1,1,0.27,0.433,1
1,2,1,1,0.541,0.509,1
1,2,1,1,0.281,1.449,1
1,1,1,1,0.379,0.272,1
1,2,1,1,0.481,0.292,1
1,1,1,1,0.501,0.352,1
1,2,1,1,0.654,0.447,1
1,1,1,1,0.494,0.336,1
1,1,1,1,0.49,0.351,1
1,2,1,1,0.303,0.31,1
1,2,1,1,0.551,0.336,1
1,1,1,1,0.619,0.312,1
1,1,1,1,0.325,0.328,1
1,2,1,1,0.403,0.527,1
1,2,1,1,0.121,0.391,1
1,2,1,1,0.206,0.431,1
1,1,1,1,0.208,3.731,1
1,1,1,1,19.117,0.319,1
1,2,1,1,0.355,0.311,1
1,1,1,1,0.342,0.351,1
1,2,1,1,0.282,0.351,1
1,1,1,1,0.353,0.351,1
1,1,-10,-10,-10,-10,1
1,2,1,1,0.645,0.283,1
1,2,1,1,0.384,0.304,1
1,2,1,1,0.309,0.392,1
1,1,1,1,0.409,0.311,1
1,1,1,1,0.359,0.256,1
1,1,1,1,0.363,0.311,1
1,2,1,1,0.402,1.168,1
1,2,1,1,0.38,0.367,1
1,1,1,1,0.056,0.392,1
1,1,1,1,0.356,0.714,1
1,1,1,1,0.378,0.416,1
1,2,1,1,0.397,0.864,1
1,1,1,1,0.442,0.543,1
1,1,1,1,0.311,0.407,1
1,2,1,1,0.328,0.392,1
1,1,1,1,0.399,0.359,1
1,1,1,1,0.083,0.368,1
1,1,1,1,0.521,0.376,1
1,2,1,1,0.327,0.334,1
1,1,1,1,0.314,0.296,1
1,1,1,1,0.29,0.352,1
1,1,1,1,0.355,1.871,1
1,1,1,1,0.398,0.335,1
1,2,1,1,0.488,0.488,1
1,2,1,1,0.382,0.364,1
1,1,1,1,0.344,0.509,1
1,2,1,1,0.033,0.387,1
1,1,1,1,0.197,0.422,1
1,2,1,1,0.411,1.207,1
1,1,1,1,0.373,0.351,1
1,1,1,1,0.036,0.372,1
1,2,2,3,1.297,0.775,1
1,2,1,1,1.151,0.23,1
1,1,1,1,0.33,0.352,1
1,1,1,1,0.343,0.352,1
1,1,1,1,0.302,0.337,1
1,1,1,1,0.546,0.471,1
1,2,1,1,0.393,0.359,1
1,1,1,1,0.551,0.35,1
1,1,-10,-10,-10,-10,1
1,1,1,2,0.765,0.433,1
1,1,1,3,0.776,0.404,1
1,2,2,3,1.107,0.624,1
1,2,1,1,0.567,0.31,1
1,2,1,2,0.857,0.512,1
1,2,1,2,1.776,0.183,1
1,2,1,1,0.806,0.304,1
1,1,1,2,0.461,1.128,1
1,2,1,1,0.484,0.391,1
1,1,1,1,0.675,0.374,1
1,2,1,1,0.44,0.374,1
1,1,1,1,0.361,0.367,1
1,1,1,2,0.817,0.776,1
1,2,1,1,0.324,0.328,1
1,2,1,1,0.076,0.375,1
1,2,1,1,0.431,0.335,1
1,2,1,1,0.293,0.431,1
1,1,1,1,0.343,0.335,1
1,1,1,2,0.534,0.376,1
1,2,-10,-10,-10,-10,1
2,1,1,3,1.497,1.495,1
2,1,1,1,1.896,1.39,1
2,1,1,3,1.504,1.89,1
2,1,1,4,1.435,0.908,1
2,1,1,3,0.991,1.774,1
2,1,1,3,1.186,1.238,1
2,1,1,4,1.068,1.027,1
2,2,1,2,1.679,1.381,1
2,2,1,3,0.741,0.752,1
2,2,1,3,0.634,0.695,1
2,1,1,3,0.687,0.64,1
2,2,1,2,0.852,1.664,1
2,2,2,3,2.203,0.755,1
2,1,1,2,2.018,1.058,1
2,2,2,3,2.276,0.667,1
2,1,1,2,1.478,0.807,1
2,2,2,3,2.48,0.598,1
2,2,2,4,1.966,0.704,1
2,2,2,4,1.383,0.963,1
2,2,2,3,1.263,1.067,1
2,1,2,3,1.453,0.693,1
2,1,2,3,1.245,0.594,1
2,2,1,2,1.254,0.699,1
2,2,2,3,1.894,0.39,1
2,1,1,2,1.157,0.463,1
2,1,2,3,1.423,0.431,1
2,1,1,3,1.153,0.87,1
2,2,2,4,1.606,0.611,1
2,2,2,3,2.071,0.933,1
2,1,1,3,0.991,1.089,1
2,2,2,3,1.038,0.536,1
2,1,1,2,0.869,0.406,1
2,2,2,2,1.291,0.391,1
2,2,2,3,1.533,1.136,1
2,1,1,3,0.951,1.016,1
2,1,1,3,0.921,0.773,1
2,1,1,2,1.748,0.899,1
2,1,1,1,0.937,0.786,1
2,2,2,3,0.939,0.545,1
2,1,-10,-10,-10,-10,1
2,1,1,1,0.987,0.472,1
2,2,1,2,1,0.332,1
2,1,1,2,0.678,1.148,1
2,2,2,3,1.173,0.596,1
2,1,1,2,0.81,0.459,1
2,2,2,1,1.345,0.271,1
2,2,2,2,1.461,0.696,1
2,2,2,2,1.128,0.413,1
2,2,1,1,1.206,0.337,1
2,1,2,2,1.103,0.604,1
2,1,1,2,0.886,0.497,1
2,1,2,3,1.277,0.762,1
2,2,1,1,0.971,0.36,1
2,2,2,2,1.192,0.663,1
2,2,2,2,1.358,0.366,1
2,2,2,3,1.166,0.462,1
2,2,2,3,0.988,0.308,1
2,2,2,2,0.944,0.437,1
2,2,2,2,1.02,0.272,1
2,1,1,2,1.195,0.653,1
2,2,2,3,1.244,0.616,1
2,2,2,3,0.661,0.395,1
2,2,2,3,0.957,0.266,1
2,2,1,2,0.889,0.208,1
2,2,2,2,0.874,0.236,1
2,2,2,2,1.337,0.207,1
2,2,2,2,0.797,0.201,1
2,2,2,3,1.268,0.286,1
2,1,1,2,0.517,0.793,1
2,1,1,1,1.366,0.317,1
2,2,1,2,1.02,0.554,1
2,1,2,1,1.893,0.317,1
2,2,2,2,1.192,0.333,1
2,2,2,2,0.689,0.323,1
2,2,2,1,0.921,0.242,1
2,2,1,1,0.807,0.386,1
2,2,2,1,1.017,0.905,1
2,1,2,1,0.712,0.382,1
2,2,2,1,1.49,0.227,1
2,1,-10,-10,-10,-10,1
2,1,1,3,0.885,0.677,1
2,2,2,2,1.307,0.381,1
2,1,1,3,0.847,0.739,1
2,1,1,1,1.405,0.472,1
2,1,1,2,0.592,0.316,1
2,1,1,1,0.64,0.281,1
2,2,2,3,1.181,0.609,1
2,2,2,2,1.044,0.862,1
2,1,1,2,0.562,0.622,1
2,1,2,1,0.965,1,1
2,1,1,2,0.842,0.982,1
2,1,1,3,1.038,0.566,1
2,1,1,1,0.661,1.126,1
2,1,1,1,0.64,0.366,1
2,2,2,1,0.909,0.419,1
2,2,2,2,1.077,0.469,1
2,1,1,2,0.637,0.556,1
2,1,1,3,0.816,0.445,1
2,2,2,2,1.208,0.62,1
2,1,-10,-10,-10,-10,1
3,2,2,4,0.221,2.855,1
3,2,1,4,0.207,2.43,1
3,1,1,4,1.227,3.532,1
3,1,1,4,0.615,1.052,1
3,1,1,4,0.347,0.461,1
3,1,1,4,0.309,0.355,1
3,2,2,1,0.744,0.752,1
3,1,1,4,0.328,0.482,1
3,1,1,3,0.636,0.812,1
3,2,1,3,0.836,1.116,1
3,2,2,2,1.54,0.968,1
3,2,1,2,1.015,0.549,1
3,2,2,1,1.173,0.674,1
3,1,1,2,0.829,1.001,1
3,2,1,1,0.851,0.591,1
3,1,1,3,0.868,1.12,1
3,1,1,2,0.674,0.471,1
3,1,1,2,0.877,0.504,1
3,2,2,3,1.601,0.683,1
3,2,2,1,0.828,0.678,1
3,1,1,4,0.076,1.203,1
3,1,1,3,0.516,0.688,1
3,2,2,1,0.741,0.543,1
3,1,1,3,0.56,0.608,1
3,1,1,3,0.945,0.467,1
3,2,2,2,1.01,0.638,1
3,2,1,1,0.57,0.574,1
3,2,2,2,0.709,0.455,1
3,1,1,1,0.355,0.865,1
3,2,2,2,0.757,0.562,1
3,2,1,1,0.761,0.975,1
3,2,1,2,0.758,0.451,1
3,1,1,3,0.791,0.567,1
3,1,2,1,0.832,0.502,1
3,2,2,3,0.657,0.56,1
3,1,1,2,0.373,0.91,1
3,2,2,4,0.92,0.49,1
3,1,1,3,0.555,0.56,1
3,1,2,2,0.973,0.588,1
3,1,-10,-10,-10,-10,1
3,2,2,4,0.183,0.704,1
3,1,1,4,0.238,0.432,1
3,2,2,4,0.503,0.552,1
3,2,2,3,0.651,0.428,1
3,1,1,3,0.299,0.438,1
3,2,2,4,0.449,0.463,1
3,2,2,4,0.387,0.569,1
3,1,1,4,0.352,0.405,1
3,1,2,3,0.517,0.323,1
3,1,1,2,0.941,0.484,1
3,2,2,4,0.518,0.369,1
3,2,2,2,0.689,0.499,1
3,1,1,3,0.666,1.076,1
3,2,2,4,0.596,0.257,1
3,1,2,1,0.885,0.619,1
3,2,2,4,0.745,0.407,1
3,2,2,2,0.673,0.561,1
3,2,2,3,0.334,0.462,1
3,1,2,2,0.574,0.384,1
3,1,2,1,0.619,0.283,1
3,1,2,2,0.468,0.501,1
3,1,2,2,0.604,0.325,1
3,1,2,1,0.553,0.243,1
3,1,1,3,0.547,0.708,1
3,2,1,3,1.121,0.596,1
3,2,1,1,0.57,0.989,1
3,1,2,1,0.702,0.395,1
3,1,1,4,0.924,0.911,1
3,2,2,1,0.964,0.464,1
3,1,1,3,0.69,0.755,1
3,2,2,3,0.451,0.548,1
3,2,2,3,0.837,0.373,1
3,2,2,4,0.343,0.326,1
3,2,2,4,0.284,0.206,1
3,2,2,3,0.476,0.599,1
3,2,2,4,0.374,0.451,1
3,2,2,2,0.333,0.37,1
3,2,2,3,0.265,0.178,1
3,2,2,2,0.36,0.312,1
3,1,-10,-10,-10,-10,1
3,2,2,4,0.322,0.629,1
3,1,2,3,0.673,0.425,1
3,2,2,4,0.481,0.405,1
3,2,2,3,0.344,0.46,1
3,1,2,4,0.335,0.663,1
3,1,1,4,0.472,0.386,1
3,2,2,1,1.245,0.36,1
3,1,1,4,0.561,0.391,1
3,1,2,3,1.173,0.503,1
3,2,2,3,0.341,0.341,1
3,1,1,3,0.596,0.568,1
3,2,2,3,0.393,0.594,1
3,1,2,1,0.725,0.245,1
3,1,1,4,0.354,0.371,1
3,1,2,2,0.417,0.503,1
3,1,2,1,0.815,0.43,1
3,1,1,4,0.347,0.355,1
3,1,1,4,0.314,0.272,1
3,1,1,4,0.318,0.202,1
3,2,-10,-10,-10,-10,1
4,1,1,2,0.79,0.944,1
4,2,2,3,0.945,0.616,1
4,1,1,4,0.482,0.567,1
4,2,2,3,0.765,0.671,1
4,2,2,3,0.696,0.623,1
4,2,2,4,0.676,1.056,1
4,1,1,3,0.411,1.312,1
4,2,2,4,0.798,1.806,1
4,1,1,4,0.449,1.128,1
4,2,2,4,0.579,1.184,1
4,2,2,4,0.651,1.048,1
4,1,1,1,1.558,1.055,1
4,2,2,4,0.617,1.112,1
4,2,2,1,0.713,0.375,1
4,1,1,2,0.633,0.696,1
4,2,2,3,0.608,1.328,1
4,1,1,2,0.522,0.696,1
4,2,2,1,0.596,0.632,1
4,1,1,1,0.489,0.784,1
4,2,2,1,0.77,0.944,1
4,2,2,1,0.498,0.568,1
4,1,1,1,0.444,0.263,1
4,1,2,1,1.1,0.552,1
4,1,1,3,0.512,0.655,1
4,2,2,3,0.507,0.487,1
4,2,2,3,0.551,0.352,1
4,1,1,4,0.457,0.831,1
4,1,1,1,0.537,0.776,1
4,1,1,1,0.568,0.263,1
4,1,1,1,0.506,0.272,1
4,1,2,1,1.504,0.624,1
4,1,2,1,0.991,0.303,1
4,1,1,1,0.395,0.304,1
4,2,2,1,0.454,0.479,1
4,1,1,3,0.455,0.592,1
4,2,2,1,0.785,0.279,1
4,2,2,3,0.505,0.36,1
4,1,1,3,0.374,0.911,1
4,1,1,1,0.681,0.287,1
4,2,-10,-10,-10,-10,1
4,2,2,3,0.375,0.912,1
4,2,2,2,0.713,0.791,1
4,2,2,1,0.643,0.224,1
4,2,2,1,0.579,0.304,1
4,2,2,1,1.059,0.295,1
4,1,1,3,0.803,0.832,1
4,1,1,1,1.384,0.415,1
4,1,1,1,0.446,0.199,1
4,1,1,2,0.407,0.456,1
4,1,1,1,0.676,0.168,1
4,2,2,3,0.454,0.64,1
4,2,2,3,0.481,0.408,1
4,2,1,1,0.998,0.23,1
4,1,1,1,0.365,0.191,1
4,2,2,1,0.386,0.592,1
4,2,2,3,0.866,0.704,1
4,2,2,3,0.354,0.607,1
4,2,1,1,1.177,0.207,1
4,1,1,1,0.469,0.2,1
4,1,1,2,0.464,0.256,1
4,2,2,1,0.784,0.352,1
4,2,2,3,0.345,0.735,1
4,2,2,1,0.776,0.224,1
4,2,2,1,0.648,0.183,1
4,1,1,3,0.438,0.44,1
4,2,2,3,0.521,1.144,1
4,2,1,1,0.647,0.183,1
4,1,1,1,0.412,0.183,1
4,2,2,1,0.762,0.736,1
4,1,2,1,1.532,0.288,1
4,1,1,3,0.452,0.416,1
4,1,2,1,0.623,0.183,1
4,1,2,1,0.696,0.176,1
4,2,2,3,0.54,0.28,1
4,1,2,1,1.092,1.064,1
4,2,2,4,0.521,0.744,1
4,2,2,4,0.435,0.487,1
4,1,1,1,0.577,0.208,1
4,1,1,1,0.385,0.152,1
4,2,-10,-10,-10,-10,1
4,2,2,3,1.183,0.623,1
4,2,2,1,0.8,0.192,1
4,1,1,2,0.547,0.559,1
4,2,2,3,0.463,0.416,1
4,2,2,3,0.381,0.183,1
4,2,2,2,0.439,0.296,1
4,2,2,2,0.497,0.223,1
4,1,1,3,0.616,0.744,1
4,2,2,2,0.473,0.607,1
4,2,2,1,0.456,0.216,1
4,1,1,3,0.577,0.367,1
4,1,1,4,0.475,1.185,1
4,2,2,1,0.628,0.368,1
4,2,1,1,0.764,0.16,1
4,2,2,1,0.421,0.696,1
4,2,2,1,0.946,0.464,1
4,2,2,1,0.686,0.135,1
4,1,1,3,0.829,0.808,1
4,2,2,3,0.544,0.336,1
4,2,-10,-10,-10,-10,1
5,1,2,1,3.319,0.8,1
5,2,2,2,2.048,0.404,1
5,2,1,1,0.962,0.304,1
5,2,1,1,0.649,0.435,1
5,2,1,1,0.456,0.341,1
5,2,2,1,0.999,0.351,1
5,2,1,2,0.431,0.318,1
5,2,2,1,0.414,0.312,1
5,2,1,2,0.399,0.29,1
5,1,2,1,0.418,0.384,1
5,1,2,3,0.652,0.291,1
5,1,2,1,0.478,0.318,1
5,1,1,2,0.62,0.412,1
5,2,2,2,0.389,0.307,1
5,1,1,2,0.351,0.297,1
5,1,2,2,0.377,0.342,1
5,2,2,2,0.291,0.362,1
5,2,1,1,0.003,0.596,1
5,2,2,1,0.411,0.271,1
5,1,1,1,0.542,0.341,1
5,2,2,2,0.275,0.374,1
5,1,2,1,0.292,0.388,1
5,1,2,1,0.687,0.443,1
5,2,2,2,1.345,0.282,1
5,2,2,2,0.487,0.386,1
5,2,2,1,0.858,0.211,1
5,1,2,3,0.17,0.396,1
5,1,1,2,1.853,0.34,1
5,1,1,2,0.576,0.312,1
5,1,2,1,0.627,0.263,1
5,2,1,2,1.437,0.528,1
5,1,1,2,0.375,0.308,1
5,2,2,2,0.484,0.876,1
5,2,2,1,0.77,0.322,1
5,1,1,2,0.253,0.304,1
5,1,2,1,0.627,0.317,1
5,1,1,2,0.508,0.259,1
5,2,2,1,0.622,0.333,1
5,1,1,2,0.512,0.372,1
5,1,-10,-10,-10,-10,1
5,1,2,2,0.676,0.469,1
5,2,1,2,0.936,0.378,1
5,2,2,1,0.367,0.262,1
5,1,1,3,1.127,0.529,1
5,1,1,3,0.519,0.262,1
5,1,1,1,0.602,0.309,1
5,2,1,2,0.364,0.375,1
5,1,1,3,0.756,0.601,1
5,2,1,3,0.542,0.338,1
5,2,1,3,0.913,0.338,1
5,2,1,3,0.423,0.277,1
5,1,1,2,0.504,0.301,1
5,2,2,2,0.372,0.444,1
5,1,1,2,1.04,0.715,1
5,2,1,2,0.472,0.518,1
5,1,1,2,0.458,0.415,1
5,2,1,2,0.373,0.516,1
5,1,1,3,0.482,0.385,1
5,2,1,3,1.552,0.377,1
5,1,1,2,0.531,0.364,1
5,2,1,2,0.26,0.38,1
5,1,1,3,0.515,0.446,1
5,1,1,3,0.496,0.299,1
5,1,1,3,0.482,0.658,1
5,1,1,3,0.702,0.353,1
5,1,1,3,0.4,0.28,1
5,1,1,3,0.485,0.219,1
5,1,1,3,0.492,0.209,1
5,2,1,3,0.4,0.361,1
5,1,1,2,0.588,0.375,1
5,2,1,3,0.476,0.18,1
5,1,1,3,0.48,0.324,1
5,2,1,3,0.58,0.327,1
5,2,1,3,0.38,0.293,1
5,2,1,3,0.388,0.2,1
5,2,1,2,0.371,0.217,1
5,1,1,2,0.31,0.299,1
5,2,1,2,0.286,0.311,1
5,1,1,3,0.551,0.44,1
5,1,-10,-10,-10,-10,1
5,2,1,3,0.705,0.268,1
5,2,1,3,0.485,0.363,1
5,1,1,3,0.546,0.327,1
5,2,1,3,0.419,0.311,1
5,1,1,3,0.337,0.211,1
5,1,1,3,0.333,0.256,1
5,2,1,3,0.457,0.259,1
5,1,1,4,0.906,0.262,1
5,1,1,3,0.409,0.278,1
5,2,1,3,0.44,0.267,1
5,2,1,3,0.463,0.247,1
5,1,1,3,0.362,0.259,1
5,1,1,4,0.797,0.59,1
5,1,1,4,0.401,0.356,1
5,1,1,3,0.279,0.213,1
5,2,2,3,1.111,0.359,1
5,2,1,3,0.393,0.264,1
5,2,1,3,0.432,0.217,1
5,1,1,2,0.247,0.269,1
5,2,-10,-10,-10,-10,1
6,2,2,3,5.259,0.799,1
6,1,2,4,2.085,0.288,1
6,1,1,3,1.469,0.246,1
6,2,2,4,1.288,0.526,1
6,2,2,4,0.88,0.205,1
6,2,2,4,0.356,0.178,1
6,1,1,4,0.911,0.287,1
6,1,1,4,0.661,0.269,1
6,1,2,3,1.204,0.252,1
6,1,2,2,0.962,0.182,1
6,1,1,1,0.461,0.174,1
6,2,2,3,0.341,0.254,1
6,2,2,3,0.314,0.218,1
6,2,2,3,0.369,0.181,1
6,1,2,3,0.282,0.163,1
6,1,2,3,0.448,0.153,1
6,1,1,2,0.605,0.312,1
6,1,2,3,0.932,0.453,1
6,2,2,1,0.695,0.245,1
6,1,1,2,0.335,0.266,1
6,1,1,3,2.281,0.189,1
6,1,1,3,0.609,0.244,1
6,1,1,4,0.452,0.155,1
6,1,1,3,0.282,0.218,1
6,2,2,3,0.604,0.27,1
6,1,1,2,0.187,0.246,1
6,2,1,2,0.341,0.195,1
6,1,2,1,0.314,0.638,1
6,2,2,3,0.712,0.25,1
6,2,2,4,0.739,0.238,1
6,1,1,2,0.318,0.193,1
6,1,1,2,0.282,0.205,1
6,2,2,3,0.464,0.182,1
6,2,1,2,0.179,0.208,1
6,1,1,4,0.467,0.306,1
6,1,1,2,0.448,0.206,1
6,1,1,2,0.329,0.22,1
6,2,1,3,0.437,0.665,1
6,2,2,3,0.238,0.247,1
6,1,-10,-10,-10,-10,1
6,2,2,3,0.273,0.321,1
6,2,2,4,0.517,0.174,1
6,2,2,4,0.403,0.206,1
6,2,1,4,0.348,0.222,1
6,1,1,2,1.195,0.178,1
6,1,1,3,0.58,0.226,1
6,2,2,4,0.353,0.478,1
6,1,1,2,0.666,0.177,1
6,1,1,3,0.23,0.214,1
6,2,2,3,0.386,0.269,1
6,2,2,3,0.714,0.231,1
6,2,2,4,0.323,0.203,1
6,1,1,2,0.505,0.15,1
6,1,2,1,0.89,0.661,1
6,2,1,3,0.582,0.315,1
6,1,1,2,0.48,0.239,1
6,2,2,4,0.468,0.213,1
6,1,2,4,0.82,0.397,1
6,1,1,2,0.41,0.244,1
6,1,1,2,0.631,0.222,1
6,2,2,3,0.246,0.175,1
6,2,2,4,0.354,0.205,1
6,1,1,2,0.311,0.19,1
6,1,1,2,0.761,0.214,1
6,2,1,3,0.786,0.261,1
6,1,2,3,0.807,0.235,1
6,2,2,4,0.316,0.205,1
6,1,1,2,0.197,0.186,1
6,2,1,2,0.281,0.179,1
6,2,1,2,0.343,0.198,1
6,2,2,3,0.165,0.23,1
6,2,2,4,0.396,0.196,1
6,1,1,2,0.198,0.214,1
6,1,1,3,0.27,0.25,1
6,2,1,2,0.396,0.183,1
6,1,1,2,0.249,0.196,1
6,2,2,2,0.711,0.454,1
6,2,1,2,0.565,0.163,1
6,2,2,3,0.693,0.168,1
6,1,-10,-10,-10,-10,1
6,2,2,3,0.454,0.163,1
6,1,2,4,0.984,0.214,1
6,1,1,2,0.436,0.173,1
6,2,2,3,0.601,0.402,1
6,1,1,2,1.078,0.669,1
6,2,2,3,0.588,0.307,1
6,2,2,4,0.399,0.17,1
6,1,1,2,0.208,0.163,1
6,1,1,3,0.133,0.248,1
6,1,1,2,0.368,0.197,1
6,1,1,2,0.363,0.238,1
6,1,2,3,0.417,0.214,1
6,2,2,3,0.628,0.66,1
6,1,1,2,0.599,0.203,1
6,2,2,4,0.327,0.246,1
6,2,2,4,0.998,0.323,1
6,2,2,4,0.839,0.213,1
6,1,1,2,0.919,0.213,1
6,2,2,4,0.619,0.198,1
6,2,-10,-10,-10,-10,1
7,1,1,1,0.782,0.632,1
7,2,2,1,1.313,0.688,1
7,1,1,1,0.765,1.51,1
7,1,1,1,0.678,0.57,1
7,1,1,1,0.392,0.449,1
7,1,1,1,0.465,0.501,1
7,1,2,1,1.069,0.676,1
7,2,2,2,0.576,0.556,1
7,1,1,1,0.765,0.624,1
7,1,1,1,0.594,0.467,1
7,1,1,1,0.984,0.342,1
7,1,1,1,0.685,0.394,1
7,1,1,1,0.818,0.687,1
7,2,2,1,1.364,0.43,1
7,1,1,1,0.557,0.409,1
7,1,1,1,0.785,0.458,1
7,2,1,1,1.773,1.051,1
7,1,1,1,0.321,0.396,1
7,1,1,1,0.346,0.329,1
7,1,1,1,1.015,0.284,1
7,2,1,1,0.677,0.383,1
7,1,1,1,0.454,0.369,1
7,1,1,1,0.476,0.356,1
7,1,1,1,0.538,0.37,1
7,1,2,1,1.179,0.336,1
7,1,1,3,0.84,0.509,1
7,1,1,2,0.587,0.816,1
7,1,1,2,0.441,0.717,1
7,2,1,2,0.922,0.606,1
7,1,1,3,0.41,0.4,1
7,2,2,1,1.443,0.359,1
7,2,2,1,0.657,0.58,1
7,1,1,2,0.396,0.875,1
7,2,1,1,0.858,0.533,1
7,2,2,1,0.964,0.255,1
7,1,1,1,0.397,1.177,1
7,1,1,1,0.297,0.673,1
7,2,1,1,0.404,0.344,1
7,2,2,1,0.928,0.445,1
7,1,-10,-10,-10,-10,1
7,2,1,1,0.511,0.329,1
7,1,1,1,0.482,0.307,1
7,1,1,1,1.003,0.321,1
7,1,1,1,0.637,0.403,1
7,1,2,1,1.297,0.276,1
7,2,2,3,0.93,0.317,1
7,2,2,1,1.308,0.509,1
7,2,2,1,1.299,0.356,1
7,1,1,3,0.899,0.368,1
7,2,1,3,1.232,0.433,1
7,1,1,3,0.713,0.283,1
7,2,1,1,1.164,0.772,1
7,1,1,2,0.511,0.703,1
7,1,1,1,1.389,0.568,1
7,1,1,2,0.959,0.383,1
7,1,1,1,0.452,0.959,1
7,2,2,1,1.03,0.187,1
7,2,2,1,0.773,0.177,1
7,2,2,1,0.676,0.2,1
7,1,1,1,0.8,0.406,1
7,2,2,2,1.561,0.745,1
7,2,2,2,0.628,0.393,1
7,2,2,3,1.088,0.284,1
7,1,2,1,2.181,0.186,1
7,2,2,3,0.714,0.188,1
7,1,1,3,1.477,0.214,1
7,2,2,3,0.906,0.215,1
7,2,1,2,1.123,0.663,1
7,1,1,2,0.382,0.518,1
7,1,1,3,0.271,0.475,1
7,1,2,1,1.458,0.178,1
7,1,1,1,0.897,0.313,1
7,1,1,1,0.387,0.307,1
7,1,1,1,0.516,0.262,1
7,1,1,2,0.911,0.365,1
7,1,1,3,0.627,0.926,1
7,2,2,3,1.193,0.515,1
7,2,2,3,0.424,0.228,1
7,2,2,3,0.453,0.182,1
7,1,-10,-10,-10,-10,1
7,2,1,3,1.422,0.258,1
7,1,1,3,0.124,0.236,1
7,2,2,4,0.832,0.217,1
7,2,1,1,1.419,0.304,1
7,2,2,3,0.764,0.263,1
7,1,2,3,0.397,0.187,1
7,2,2,3,0.397,0.186,1
7,2,2,3,0.613,0.197,1
7,2,2,3,0.299,0.207,1
7,2,2,2,1.357,0.596,1
7,2,2,3,0.299,0.207,1
7,2,2,3,0.538,0.254,1
7,1,2,3,0.406,0.223,1
7,1,1,1,2.116,0.343,1
7,1,1,4,1.069,0.777,1
7,2,2,1,1.314,0.476,1
7,1,1,1,0.871,0.836,1
7,1,1,1,1.013,0.373,1
7,2,1,1,0.354,0.287,1
7,2,-10,-10,-10,-10,1
8,1,1,3,0.756,1.081,1
8,1,1,3,0.322,0.428,1
8,2,2,4,1.053,0.96,1
8,2,2,3,0.683,0.382,1
8,1,1,4,0.175,0.418,1
8,2,2,3,0.918,0.967,1
8,1,1,3,0.812,0.947,1
8,1,1,4,0.249,0.473,1
8,1,1,4,0.077,0.427,1
8,2,1,2,1.208,0.362,1
8,2,2,2,0.496,0.619,1
8,1,1,4,0.143,0.531,1
8,1,1,2,0.298,0.475,1
8,1,1,2,0.332,0.559,1
8,1,1,3,0.152,0.456,1
8,2,2,2,0.464,0.505,1
8,2,2,3,0.119,0.43,1
8,2,2,3,0.179,0.868,1
8,2,2,2,0.223,0.495,1
8,1,1,2,0.336,0.826,1
8,1,1,1,0.11,0.543,1
8,1,1,2,0.078,0.349,1
8,1,1,2,0.072,0.398,1
8,2,1,1,0.342,0.419,1
8,2,2,2,0.141,0.522,1
8,1,1,2,0.103,0.419,1
8,2,1,2,0.255,0.398,1
8,2,2,2,0.184,0.632,1
8,1,1,2,0.153,0.424,1
8,1,1,2,0.195,0.38,1
8,2,2,2,0.259,0.383,1
8,1,1,1,0.136,0.459,1
8,2,2,2,0.127,0.354,1
8,1,1,2,0.229,0.483,1
8,2,2,3,0.654,0.455,1
8,1,2,1,0.506,1.13,1
8,1,1,2,0.176,0.521,1
8,2,2,2,0.082,0.664,1
8,2,1,2,0.185,0.517,1
8,1,-10,-10,-10,-10,1
8,2,2,3,0.545,0.599,1
8,2,2,2,0.065,0.32,1
8,1,1,2,0.063,0.565,1
8,2,2,1,0.173,0.484,1
8,1,2,1,0.857,0.348,1
8,2,2,2,0.09,0.427,1
8,2,2,2,0.322,1.979,1
8,2,2,1,0.318,0.358,1
8,1,1,1,0.34,0.34,1
8,2,2,2,0.266,0.39,1
8,1,1,2,0.165,0.396,1
8,2,2,2,0.167,0.324,1
8,2,2,2,0.292,0.288,1
8,1,1,2,0.094,0.342,1
8,1,1,2,0.176,0.359,1
8,2,2,1,0.167,0.461,1
8,1,1,2,0.102,0.852,1
8,2,2,2,0.369,0.368,1
8,2,2,1,0.067,0.415,1
8,1,1,1,0.025,0.609,1
8,1,2,1,0.288,0.443,1
8,2,2,2,0.128,0.38,1
8,2,2,2,0.009,0.32,1
8,2,2,2,0.16,0.383,1
8,2,2,1,0.205,0.793,1
8,1,1,2,0.079,0.405,1
8,2,2,1,0.062,0.448,1
8,1,1,1,0.018,0.345,1
8,1,2,1,0.239,0.395,1
8,1,1,1,0.446,0.431,1
8,1,1,1,0.006,0.478,1
8,1,1,1,0.393,2.242,1
8,1,1,2,0.214,1.054,1
8,1,1,1,0.345,0.293,1
8,2,2,1,1.244,0.388,1
