Subj_idx,Stimulus,Response,Confidence,RT_decision,RT_confidence,Difficulty
2,1,1,1,0.585,0.462,1
2,1,1,2,0.659,0.252,1
2,1,2,1,1.672,0.309,1
2,2,2,4,0.596,0.753,1
2,1,1,2,1.009,0.631,1
2,2,2,4,0.752,0.634,1
2,2,2,4,0.834,0.611,1
2,1,1,3,0.79,0.551,1
2,2,2,4,1.002,0.345,1
2,1,1,3,0.653,0.674,1
2,2,2,4,0.845,0.427,1
2,1,1,3,0.764,0.782,1
2,1,1,2,0.714,0.334,1
2,2,2,3,0.64,0.402,1
2,2,2,3,0.538,0.261,1
2,1,1,1,0.973,0.343,1
2,2,2,3,1.022,0.918,1
2,1,1,2,0.778,1.092,1
2,1,1,1,0.604,0.291,1
2,1,-10,-10,-10,-10,1
2,2,2,3,1.165,0.749,1
2,2,2,4,1.392,0.522,1
2,2,2,3,0.712,0.471,1
2,1,1,3,0.602,0.492,1
2,2,1,1,0.734,0.305,1
2,2,2,1,1.065,0.529,1
2,1,1,2,0.688,0.259,1
2,2,2,3,0.797,0.844,1
2,1,2,1,1.078,0.526,1
2,1,1,2,0.62,0.378,1
2,2,2,4,0.93,0.922,1
2,2,2,3,0.981,0.336,1
2,1,1,3,0.581,0.514,1
2,1,1,2,1.292,0.495,1
2,2,2,2,0.628,1.565,1
2,1,1,2,0.749,0.867,1
2,2,1,1,1.853,0.346,1
2,1,1,1,1.119,0.415,1
2,2,2,2,1.036,1.091,1
2,1,1,2,0.587,0.924,1
2,2,2,3,0.467,0.837,1
2,2,2,4,0.783,0.737,1
2,1,1,1,0.783,0.527,1
2,1,1,1,0.589,0.268,1
2,2,2,2,0.729,0.388,1
2,1,1,2,0.677,0.29,1
2,2,2,3,0.727,0.269,1
2,2,2,3,1.088,0.236,1
2,2,2,1,1.95,0.459,1
2,1,1,2,1.04,1.326,1
2,1,1,1,0.712,0.294,1
2,1,1,1,0.745,0.31,1
2,1,1,2,0.51,0.289,1
2,1,1,2,0.663,0.222,1
2,1,2,1,0.944,0.311,1
2,2,2,1,1.043,0.284,1
2,1,1,2,0.587,0.96,1
2,1,1,3,0.666,0.33,1
2,2,2,4,1.03,0.397,1
2,2,-10,-10,-10,-10,1
2,1,1,2,0.727,0.439,1
2,1,1,3,0.78,0.351,1
2,2,2,3,0.705,0.297,1
2,1,1,3,0.582,0.307,1
2,2,2,3,0.893,0.295,1
2,1,1,2,0.857,0.381,1
2,1,1,1,0.644,0.359,1
2,1,1,1,0.462,0.31,1
2,1,1,1,0.468,0.228,1
2,2,2,1,0.595,0.39,1
2,2,2,2,0.581,0.41,1
2,2,2,1,0.557,0.661,1
2,2,2,1,0.469,0.855,1
2,2,2,3,0.508,0.304,1
2,1,1,1,0.658,0.636,1
2,2,2,2,1.764,0.704,1
2,1,1,3,0.498,0.503,1
2,2,2,3,0.806,0.251,1
2,2,2,2,1.157,0.326,1
2,2,-10,-10,-10,-10,1
3,1,1,4,0.573,1.161,1
3,1,1,3,0.435,0.421,1
3,2,2,3,0.375,0.54,1
3,2,2,4,0.505,0.342,1
3,2,2,4,0.304,0.267,1
3,1,2,2,1.209,0.689,1
3,2,2,4,0.341,0.333,1
3,1,2,1,0.442,1.39,1
3,2,2,3,0.279,0.581,1
3,2,2,3,0.273,0.451,1
3,2,2,2,0.572,0.527,1
3,1,1,3,0.539,1.276,1
3,1,1,3,0.414,0.402,1
3,1,1,2,0.344,0.259,1
3,1,1,2,0.321,0.307,1
3,1,1,2,0.358,0.318,1
3,2,2,2,1.003,0.629,1
3,1,1,2,0.646,0.508,1
3,2,1,1,0.837,0.41,1
3,2,2,3,0.565,0.696,1
3,2,2,3,0.191,1.303,1
3,1,1,4,0.318,0.293,1
3,1,1,3,0.66,0.269,1
3,2,1,2,0.905,0.853,1
3,1,1,3,0.498,0.816,1
3,1,1,3,0.499,0.359,1
3,1,1,2,0.675,0.291,1
3,2,2,1,0.736,0.631,1
3,1,1,3,0.384,0.55,1
3,2,1,1,0.637,0.526,1
3,2,2,1,0.604,0.858,1
3,1,1,2,0.477,0.43,1
3,2,1,1,0.72,0.452,1
3,1,2,1,1.32,0.353,1
3,2,1,1,0.79,0.331,1
3,2,2,4,0.758,0.984,1
3,1,1,4,0.388,0.282,1
3,2,2,1,1.174,1.096,1
3,2,1,1,0.917,0.812,1
3,1,-10,-10,-10,-10,1
3,1,1,4,0.383,0.33,1
3,1,1,4,0.435,0.406,1
3,1,1,1,0.721,0.586,1
3,2,2,1,0.57,0.462,1
3,1,1,4,0.411,0.449,1
3,2,1,2,0.568,0.736,1
3,2,2,3,0.645,0.74,1
3,2,2,2,0.701,0.834,1
3,1,1,3,0.479,0.529,1
3,1,1,4,0.31,0.364,1
3,2,1,2,0.433,0.741,1
3,2,2,1,0.542,0.54,1
3,2,2,2,0.315,0.491,1
3,2,2,2,0.364,0.262,1
3,1,2,1,0.916,0.377,1
3,2,2,2,0.359,0.588,1
3,2,2,2,0.306,0.277,1
3,2,2,3,0.325,1.542,1
3,2,2,2,0.459,0.383,1
3,2,2,3,0.412,0.466,1
3,2,2,3,0.397,0.662,1
3,1,1,3,1.214,0.921,1
3,1,1,3,0.248,0.368,1
3,1,1,2,0.676,0.732,1
3,2,1,1,0.709,0.351,1
3,2,2,1,0.921,0.651,1
3,2,2,3,0.739,0.552,1
3,1,1,3,0.634,0.836,1
3,1,1,4,0.634,1.017,1
3,2,2,2,0.568,0.789,1
3,1,1,2,0.446,0.418,1
3,1,1,1,0.508,0.512,1
3,1,1,3,0.428,0.454,1
3,1,1,3,0.309,0.409,1
3,1,1,3,0.26,0.265,1
3,2,2,1,1.737,0.267,1
3,2,2,1,0.8,0.792,1
3,2,2,1,0.458,0.324,1
3,2,2,1,0.357,0.327,1
3,2,-10,-10,-10,-10,1
3,1,2,2,0.795,0.84,1
3,2,2,3,0.626,0.323,1
3,2,2,4,0.338,0.446,1
3,1,2,2,0.566,0.37,1
3,2,2,3,0.26,0.21,1
3,2,2,3,0.311,0.228,1
3,1,2,1,1.582,0.377,1
3,1,1,1,0.598,1.451,1
3,2,2,3,0.342,0.764,1
3,2,2,3,0.496,0.496,1
3,2,2,1,0.543,0.438,1
3,2,2,2,0.233,0.26,1
3,2,2,2,0.312,0.283,1
3,1,1,3,0.485,0.871,1
3,2,2,1,0.361,0.463,1
3,1,2,1,0.275,0.692,1
3,2,2,1,0.274,0.402,1
3,2,2,2,0.301,0.365,1
3,2,2,2,0.273,0.298,1
3,1,-10,-10,-10,-10,1
4,2,2,2,6.693,1.408,1
4,1,2,1,1.737,1.423,1
4,1,1,2,0.926,1.287,1
4,1,2,1,0.944,0.776,1
4,1,2,1,1.226,0.767,1
4,1,1,1,1.508,0.68,1
4,1,2,1,0.804,0.639,1
4,2,2,1,1.269,1.151,1
4,2,1,1,1.62,0.648,1
4,2,2,3,0.828,0.928,1
4,1,1,1,1.749,1.001,1
4,2,1,1,1.013,0.76,1
4,1,1,2,1.503,0.864,1
4,2,2,1,1.606,0.712,1
4,1,2,3,0.888,0.839,1
4,1,1,3,0.886,1.527,1
4,1,2,1,1.381,0.991,1
4,2,1,1,1.195,1.248,1
4,1,1,4,0.767,1.295,1
4,2,1,1,0.799,0.919,1
4,1,1,4,0.653,0.951,1
4,1,2,1,1.705,0.496,1
4,1,1,1,1.132,0.448,1
4,2,1,1,1.869,0.544,1
4,2,2,2,0.527,0.688,1
4,1,2,1,0.667,0.8,1
4,2,2,1,0.929,0.52,1
4,2,1,1,0.636,0.512,1
4,1,1,1,1.243,0.415,1
4,1,1,1,0.824,0.408,1
4,2,2,1,0.552,0.928,1
4,2,2,1,0.834,0.391,1
4,2,2,1,0.859,1.232,1
4,2,1,1,0.621,0.608,1
4,1,2,3,0.741,1.296,1
4,2,2,4,1.745,1.28,1
4,2,1,1,0.892,0.407,1
4,1,2,3,0.704,1.055,1
4,1,1,1,1.47,0.407,1
4,1,-10,-10,-10,-10,1
4,1,2,2,1.008,0.671,1
4,2,1,1,0.748,0.44,1
4,1,1,3,0.63,0.792,1
4,2,1,2,0.553,0.864,1
4,2,2,4,0.8,1.416,1
4,1,2,1,1.206,0.384,1
4,1,1,1,0.932,0.88,1
4,2,1,1,0.532,0.319,1
4,2,1,1,0.842,0.44,1
4,2,2,2,0.648,0.767,1
4,2,2,3,0.645,1.024,1
4,1,2,1,0.755,1.192,1
4,2,1,1,0.58,0.432,1
4,2,2,1,1.165,0.463,1
4,2,2,2,0.689,0.872,1
4,2,2,1,0.474,0.584,1
4,2,2,1,0.605,1.064,1
4,1,2,1,0.543,0.471,1
4,1,2,1,1.046,0.783,1
4,2,1,1,0.822,0.744,1
4,1,1,3,0.754,0.808,1
4,2,2,1,1.098,0.799,1
4,1,2,1,0.662,0.368,1
4,2,1,1,0.883,0.583,1
4,1,1,3,0.532,0.647,1
4,1,2,2,0.585,1.135,1
4,2,2,1,0.685,0.456,1
4,2,2,3,0.785,0.631,1
4,2,1,1,0.967,0.759,1
4,1,2,3,0.708,0.72,1
4,2,1,2,0.446,1.031,1
4,1,2,3,0.492,0.815,1
4,2,2,1,0.798,0.328,1
4,1,2,1,0.578,0.296,1
4,1,2,1,0.539,0.591,1
4,1,2,1,0.596,0.527,1
4,2,2,3,0.532,0.648,1
4,1,1,1,0.625,0.448,1
4,1,2,1,0.743,0.424,1
4,2,-10,-10,-10,-10,1
4,1,2,1,0.653,0.472,1
4,1,1,1,0.66,0.376,1
4,2,1,1,0.943,0.528,1
4,2,2,1,0.382,0.264,1
4,2,2,1,0.901,0.328,1
4,2,2,1,0.869,0.191,1
4,2,1,1,0.546,0.368,1
4,1,2,1,0.609,0.649,1
4,2,2,1,0.782,0.264,1
4,2,1,1,0.807,0.287,1
4,2,1,3,0.72,0.688,1
4,2,2,1,1.501,0.368,1
4,1,1,1,0.967,0.375,1
4,1,2,1,0.916,0.208,1
4,2,2,1,0.963,0.272,1
4,2,2,1,0.743,0.112,1
4,2,2,1,1.191,0.175,1
4,1,2,1,0.798,0.183,1
4,1,1,3,0.538,0.872,1
4,1,-10,-10,-10,-10,1
5,2,1,3,4.681,5.094,1
5,2,2,3,0.973,0.777,1
5,2,1,2,0.498,0.395,1
5,2,2,2,0.576,0.749,1
5,1,2,3,0.537,0.303,1
5,1,2,3,0.68,0.266,1
5,2,2,1,0.644,0.305,1
5,2,1,2,0.807,0.35,1
5,1,2,3,0.501,0.323,1
5,1,2,2,0.494,0.505,1
5,2,1,1,2.622,0.723,1
5,2,1,2,0.719,0.31,1
5,2,1,3,0.761,0.301,1
5,2,2,3,0.491,0.314,1
5,2,2,3,0.441,0.447,1
5,2,2,2,0.343,0.355,1
5,1,1,2,0.377,0.311,1
5,2,1,2,0.475,0.291,1
5,1,2,2,0.568,0.383,1
5,1,2,1,0.511,0.39,1
5,1,1,1,0.691,0.395,1
5,2,2,1,0.487,0.328,1
5,2,2,2,0.416,1.02,1
5,2,1,2,0.696,0.519,1
5,1,2,2,0.624,0.434,1
5,2,1,1,0.406,0.456,1
5,2,2,2,0.605,0.344,1
5,2,1,1,0.62,0.363,1
5,2,2,2,0.427,0.382,1
5,2,2,3,0.411,0.322,1
5,2,2,3,0.712,0.457,1
5,1,1,1,1.028,0.435,1
5,2,2,2,0.553,0.338,1
5,2,2,3,0.654,0.301,1
5,2,2,1,0.596,0.343,1
5,1,2,3,0.65,0.282,1
5,1,2,3,0.419,0.277,1
5,2,2,1,0.325,0.338,1
5,1,2,3,0.151,0.429,1
5,1,-10,-10,-10,-10,1
5,1,1,2,0.389,0.349,1
5,1,2,3,0.339,0.318,1
5,1,1,3,0.392,0.278,1
5,1,1,2,0.284,0.484,1
5,2,2,3,1.071,0.277,1
5,1,2,3,0.437,0.287,1
5,2,2,3,0.351,0.32,1
5,1,2,2,0.312,0.306,1
5,1,1,2,0.428,0.536,1
5,1,1,2,0.446,0.332,1
5,2,1,1,0.682,0.281,1
5,2,2,1,0.307,0.301,1
5,2,1,1,0.372,0.34,1
5,1,2,1,0.355,0.28,1
5,2,1,2,0.434,0.31,1
5,1,2,2,0.593,0.289,1
5,2,1,1,0.339,0.335,1
5,2,2,1,0.42,0.277,1
5,1,1,2,0.057,0.483,1
5,2,2,1,0.151,0.42,1
5,1,1,1,0.344,1.116,1
5,1,1,2,0.093,0.482,1
5,1,2,1,0.366,0.344,1
5,2,1,2,0.352,0.281,1
5,2,2,2,0.375,0.352,1
5,1,1,2,0.555,0.568,1
5,2,2,2,0.576,0.286,1
5,1,1,1,0.376,0.3,1
5,2,2,1,0.319,0.295,1
5,1,1,2,1.139,0.311,1
5,1,2,2,0.423,0.333,1
5,1,2,2,0.465,0.289,1
5,2,2,3,0.368,0.231,1
5,1,2,1,0.264,0.32,1
5,2,1,1,0.471,0.321,1
5,2,2,3,0.469,0.367,1
5,2,2,2,0.425,0.34,1
5,2,1,1,0.387,0.304,1
5,2,2,1,0.426,0.279,1
5,1,-10,-10,-10,-10,1
5,1,2,3,1.09,0.48,1
5,1,2,1,0.718,0.461,1
5,1,1,1,0.614,0.319,1
5,2,2,3,0.379,0.272,1
5,1,2,1,0.561,0.323,1
5,1,2,3,0.517,0.336,1
5,1,2,1,0.431,0.296,1
5,1,1,2,0.436,0.326,1
5,1,2,3,0.532,0.316,1
5,2,2,2,0.575,0.32,1
5,1,2,1,0.428,0.357,1
5,2,2,3,0.417,0.425,1
5,2,2,1,0.373,0.289,1
5,1,2,2,0.309,0.483,1
5,1,2,3,0.662,0.403,1
5,2,1,2,0.51,0.413,1
5,1,2,2,0.877,0.329,1
5,2,1,2,0.487,0.299,1
5,1,2,2,0.404,0.313,1
5,1,-10,-10,-10,-10,1
6,2,1,3,1.227,0.249,1
6,2,1,1,1.166,0.224,1
6,2,2,1,0.211,0.191,1
6,2,2,1,0.475,0.234,1
6,1,2,1,0.137,0.195,1
6,2,2,1,0.187,0.166,1
6,1,2,2,0.192,1.283,1
6,2,1,2,0.542,0.184,1
6,2,1,1,0.081,0.187,1
6,2,2,1,0.211,0.19,1
6,1,1,2,0.383,0.19,1
6,1,2,2,0.346,0.18,1
6,2,1,2,0.431,0.179,1
6,2,1,2,0.275,0.192,1
6,2,1,2,0.018,1.705,1
6,1,1,1,0.026,0.181,1
6,2,2,2,0.079,0.19,1
6,1,1,1,0.222,0.911,1
6,1,1,2,0.764,0.19,1
6,1,2,2,0.013,0.246,1
6,2,1,1,0.45,0.47,1
6,1,2,1,0.012,0.149,1
6,2,2,1,0.487,0.166,1
6,2,2,1,0.642,0.152,1
6,2,2,1,0.162,0.166,1
6,2,2,1,0.118,0.154,1
6,1,2,1,0.04,1.274,1
6,2,1,2,0.45,0.182,1
6,1,2,1,0.162,0.164,1
6,1,1,1,0.171,0.754,1
6,2,1,1,0.136,0.222,1
6,2,2,1,0.018,0.156,1
6,2,1,1,0.254,0.534,1
6,1,1,1,0.082,0.594,1
6,2,1,1,0.674,0.648,1
6,1,1,1,0.264,0.245,1
6,2,2,1,0.009,0.142,1
6,1,1,1,0.222,0.173,1
6,2,1,1,0.04,0.198,1
6,1,-10,-10,-10,-10,1
6,2,2,1,0.685,0.198,1
6,2,2,1,0.401,0.174,1
6,1,2,1,0.129,0.158,1
6,1,1,2,0.013,0.198,1
6,1,1,1,0.107,0.735,1
6,1,1,1,0.099,0.215,1
6,2,2,1,0.482,0.182,1
6,2,1,1,0.115,0.198,1
6,1,2,1,0.002,0.167,1
6,2,2,1,0.041,0.174,1
6,2,1,1,0.049,0.613,1
6,2,1,1,0.268,0.183,1
6,2,1,1,0.026,0.213,1
6,2,1,1,0.043,0.662,1
6,1,1,1,0.135,0.678,1
6,2,1,1,0.042,0.189,1
6,2,1,1,0.128,0.555,1
6,1,2,1,0.12,0.153,1
6,1,1,1,0.501,0.171,1
6,2,2,1,0.44,0.181,1
6,2,1,1,0.203,0.174,1
6,2,2,1,0.002,0.19,1
6,1,2,2,0.69,0.482,1
6,1,1,2,0.21,0.276,1
6,2,1,1,0.163,0.715,1
6,2,2,1,0.394,0.758,1
6,1,1,2,0.1,0.238,1
6,2,1,1,0.165,1.222,1
6,2,2,2,0.253,0.163,1
6,2,2,1,0.025,0.182,1
6,1,2,2,0.151,0.686,1
6,2,1,1,0.068,0.264,1
6,1,1,2,0.162,0.414,1
6,2,1,1,0.096,0.246,1
6,1,1,1,0.063,0.415,1
6,2,1,1,0.147,0.404,1
6,1,1,1,0.161,0.279,1
6,1,2,2,0.044,0.358,1
6,1,1,1,0.19,1.215,1
6,1,-10,-10,-10,-10,1
6,2,1,2,0.467,0.35,1
6,2,1,1,0.146,0.161,1
6,1,1,2,0.417,0.214,1
6,1,1,1,0.053,0.502,1
6,1,2,1,0.059,0.198,1
6,2,1,1,0.194,1.742,1
6,2,2,2,0.069,0.471,1
6,1,1,1,0.301,0.726,1
6,1,1,2,0.169,0.002,1
6,2,2,2,0.354,0.282,1
6,1,1,1,0.464,0.182,1
6,2,2,1,0.249,0.214,1
6,1,2,1,0.187,0.199,1
6,1,1,1,0.141,0.198,1
6,1,2,1,0.134,0.222,1
6,1,2,1,0.11,0.246,1
6,1,1,1,1.261,0.596,1
6,2,2,1,0.661,0.215,1
6,1,1,2,0.59,0.182,1
6,1,-10,-10,-10,-10,1
7,2,2,1,0.581,1.719,1
7,1,1,4,1.081,1.721,1
7,2,1,3,2.595,1.623,1
7,2,2,1,2.205,1.245,1
7,1,1,4,1.053,1.654,1
7,2,1,2,1.359,1.935,1
7,1,1,4,2.818,2.814,1
7,1,1,4,0.617,1.01,1
7,2,1,1,1.817,1.899,1
7,2,1,1,1.68,0.947,1
7,1,1,3,0.979,1.133,1
7,1,1,4,0.941,0.737,1
7,1,1,4,0.724,0.639,1
7,2,1,2,1.059,1.208,1
7,2,1,3,1.987,1.96,1
7,1,1,3,0.514,0.813,1
7,2,1,3,1.172,0.726,1
7,1,1,3,0.718,1.15,1
7,1,1,3,0.449,1.303,1
7,2,1,1,3.085,0.59,1
7,1,1,4,0.451,1.226,1
7,1,1,4,0.376,0.608,1
7,1,1,4,1.638,0.919,1
7,2,1,2,0.863,1.144,1
7,2,1,3,1.084,1.312,1
7,2,1,2,1.763,1.061,1
7,2,1,1,1.32,1.371,1
7,2,1,2,1.43,1.519,1
7,2,1,2,0.888,1.801,1
7,2,1,1,1.836,0.868,1
7,2,1,1,1.506,0.61,1
7,1,1,3,0.887,0.931,1
7,2,1,3,1.474,1.077,1
7,2,1,3,0.87,0.462,1
7,1,1,3,0.57,0.29,1
7,2,1,3,0.8,0.269,1
7,1,1,3,0.795,0.31,1
7,2,1,3,0.94,0.269,1
7,1,1,3,0.352,0.254,1
7,2,-10,-10,-10,-10,1
7,1,1,4,0.397,0.734,1
7,2,2,1,2.633,1.177,1
7,1,1,4,0.684,0.649,1
7,2,1,3,1.182,0.966,1
7,1,1,4,0.452,0.629,1
7,1,1,4,0.599,0.446,1
7,1,1,4,0.252,0.337,1
7,2,1,2,1.626,1.777,1
7,2,1,3,0.847,1.082,1
7,1,1,3,1.375,0.659,1
7,1,1,3,0.459,0.718,1
7,2,1,1,1.355,0.4,1
7,1,1,4,0.605,0.578,1
7,2,1,2,2.034,1.316,1
7,2,1,1,1.613,1.211,1
7,2,1,1,1.506,0.952,1
7,1,1,3,0.801,0.875,1
7,1,1,4,0.574,0.692,1
7,2,2,1,1.664,0.615,1
7,2,2,1,1.492,1.03,1
7,1,1,4,0.382,0.696,1
7,1,1,4,0.326,0.44,1
7,2,1,4,1.219,0.366,1
7,2,2,1,2.355,0.634,1
7,1,1,4,0.506,0.305,1
7,1,1,4,1.13,0.446,1
7,2,2,1,1.357,0.57,1
7,1,1,3,0.947,0.756,1
7,2,1,3,1.855,1.118,1
7,1,1,3,0.67,0.426,1
7,1,1,4,0.321,0.49,1
7,2,1,4,0.451,0.306,1
7,2,1,4,0.894,0.428,1
7,1,1,4,0.301,0.258,1
7,1,1,4,0.427,0.237,1
7,2,2,1,1.491,0.374,1
7,2,2,1,1.931,0.94,1
7,2,2,1,2.076,0.221,1
7,2,2,1,1.303,0.253,1
7,2,-10,-10,-10,-10,1
7,1,1,4,0.692,0.252,1
7,1,1,4,0.262,0.164,1
7,1,1,4,1.634,0.32,1
7,2,2,1,1.318,0.57,1
7,2,2,1,2.747,0.506,1
7,2,2,3,0.933,0.655,1
7,1,1,4,1.073,0.216,1
7,2,2,2,0.974,1.057,1
7,2,2,3,1.005,0.399,1
7,2,2,4,1.334,0.718,1
7,2,2,4,0.24,0.294,1
7,2,2,4,0.874,0.22,1
7,2,2,4,0.272,0.193,1
7,1,1,2,1.399,0.461,1
7,1,1,4,0.692,0.214,1
7,2,2,4,0.888,0.187,1
7,1,1,4,0.615,0.213,1
7,1,1,4,0.407,0.25,1
7,1,1,4,1.247,0.331,1
7,1,-10,-10,-10,-10,1
8,1,1,2,0.379,1.91,1
8,1,1,2,0.657,0.56,1
8,2,2,3,1.656,0.815,1
8,2,1,1,0.834,0.477,1
8,1,2,2,1.816,0.807,1
8,2,2,2,0.739,0.858,1
8,2,2,3,0.284,0.669,1
8,2,2,3,0.278,0.614,1
8,1,1,1,0.776,0.75,1
8,1,1,1,0.479,0.624,1
8,2,2,3,0.749,0.431,1
8,2,2,2,0.626,0.406,1
8,1,1,3,0.282,0.513,1
8,2,2,4,0.79,0.615,1
8,1,1,4,0.504,0.56,1
8,1,1,4,0.38,0.957,1
8,2,2,4,0.481,0.662,1
8,1,1,2,0.429,0.365,1
8,2,2,3,0.988,0.481,1
8,1,1,2,0.337,0.512,1
8,1,1,2,0.213,0.383,1
8,1,1,2,0.599,0.495,1
8,2,2,3,0.226,0.564,1
8,1,1,2,0.242,0.512,1
8,1,1,1,0.297,0.451,1
8,2,2,2,0.211,0.554,1
8,2,2,2,0.112,0.391,1
8,1,1,1,0.17,0.576,1
8,1,2,1,0.334,0.453,1
8,2,2,1,0.236,0.339,1
8,1,2,1,1.006,0.251,1
8,1,2,1,0.541,0.38,1
8,1,2,1,0.757,0.369,1
8,1,1,1,0.239,0.488,1
8,2,2,1,0.175,0.539,1
8,2,2,2,0.13,0.358,1
8,2,2,2,0.017,0.453,1
8,2,2,2,0.167,0.479,1
8,1,1,1,0.373,0.642,1
8,1,-10,-10,-10,-10,1
8,2,2,2,1.22,0.449,1
8,1,1,2,0.442,0.713,1
8,1,1,1,0.304,0.361,1
8,2,2,2,0.169,0.402,1
8,1,1,1,0.271,0.82,1
8,2,2,2,0.24,0.347,1
8,2,2,2,0.046,0.46,1
8,2,2,3,0.152,0.396,1
8,1,2,2,0.614,0.334,1
8,2,2,3,1.462,0.38,1
8,2,2,3,0.224,0.597,1
8,2,2,3,0.028,0.358,1
8,2,2,3,0.024,0.363,1
8,2,2,1,0.761,0.196,1
8,1,1,1,0.156,0.432,1
8,1,1,1,0.153,0.406,1
8,1,2,1,0.685,0.298,1
8,1,2,1,0.084,0.381,1
8,2,2,1,0.111,0.355,1
8,1,1,1,0.889,0.34,1
8,2,2,3,0.188,0.747,1
8,2,2,2,0.211,0.336,1
8,2,2,2,0.099,0.327,1
8,2,2,2,0.026,0.394,1
8,1,1,1,0.587,0.401,1
8,1,1,2,0.185,0.448,1
8,2,2,1,0.035,0.543,1
8,1,2,1,0.589,0.243,1
8,1,2,1,0.246,0.276,1
8,1,1,1,0.996,0.378,1
8,1,2,2,1.122,0.203,1
8,1,1,1,0.498,0.272,1
8,2,2,1,0.188,0.289,1
